10000	4725	0.891978608
4725	6805	0.223830161
4725	7523	0.518236189
4725	7524	0.106084539
4725	7673	0.713758526
4725	9352	0.587807807
4725	9356	0.544795195
4725	9368	0.939105076
4725	9599	0.726632587
4725	9601	0.002440274
4725	9614	0.849641825
4725	9618	0.299650391
4725	9997	0.420506588
4725	10000	0.060990062
4725	10006	0.255237177
4732	4983	0.359509994
4732	7690	0.349535863
4732	9354	0.979287961
4732	9356	0.245901187
4732	9357	0.56818866
4732	9368	0.575344176
4732	9380	0.639667427
4732	9601	0.373038341
4732	10000	0.403003893
4732	10001	0.433163385
4732	10002	0.486621856
4732	10003	0.211616464
4732	10004	0.600858182
4732	10011	0.555086928
4732	10019	0.621827248
4732	17514	0.15637684
4680	7524	0.230650274
4680	7526	0.923144372
4680	10001	0.085051766
7518	9351	0.758992203
7518	9354	0.006634763
7518	9363	0.023440624
7518	9613	0.448970616
7518	9615	0.673780139
7518	9997	0.217093407
7518	10002	0.176093315
7518	10003	0.944259343
7518	10011	0.756707088
7518	10019	0.581092757
4716	6461	0.953783189
4716	7512	0.880197861
4716	7514	0.251962669
4716	9352	0.418008813
4716	9359	0.274193217
4716	9602	0.527539369
4716	9671	0.767818771
4716	9999	0.190457843
4716	10006	0.884729793
4716	10009	0.621843266
4716	10018	0.691464172
3549	3557	0.33311396
3549	3561	0.490662119
3549	3563	0.661272093
3549	3742	0.865251419
3549	3786	0.977466576
3549	3846	0.896249574
3549	3900	0.937066592
3549	3914	0.979328162
3549	3931	0.904250828
3549	3967	0.2812323
3549	3976	0.835188244
3549	4006	0.650489103
3549	4039	0.998183473
3549	4183	0.114476268
3549	4200	0.441193847
3549	4211	0.476329932
3549	4230	0.322021742
3549	4258	0.185362146
3549	4323	0.441536794
3549	4355	0.201916912
3549	4436	0.481126819
3549	4492	0.021049501
3549	4513	0.573760396
3549	4550	0.281276995
3549	4565	0.434558173
3549	4637	0.620062049
3549	4648	0.788635012
3549	4675	0.58274695
3549	4678	0.477381619
3549	4685	0.727433341
3549	4693	0.764373766
3549	4725	0.005791657
3549	4755	0.255438782
3549	4766	0.84925914
3549	5000	0.150190206
3549	5033	0.988228559
3549	5097	0.249177161
3549	5401	0.317271433
3549	5430	0.313283692
3549	5459	0.377861782
3549	5511	0.636319373
3549	5650	0.613196156
3549	5651	0.737630948
3549	5668	0.652221513
3549	5684	0.538708427
3549	5705	0.214689566
3549	5727	0.953183228
3549	5738	0.38012391
3549	6066	0.294951497
3549	6079	0.298124258
3549	6095	0.718696093
3549	6123	0.042854215
3549	6140	0.236324632
3549	6172	0.939195822
3549	6220	0.94315274
3549	6221	0.805857039
3549	6259	0.12070431
3549	6325	0.872461519
3549	6347	0.347475027
3549	6358	0.290801654
3549	6371	0.977980402
3549	6395	0.245190587
3549	6402	0.579069946
3549	6427	0.768749412
3549	6453	0.631385563
3549	6461	0.112225646
3549	6467	0.529162631
3549	6469	0.778689417
3549	6484	0.44242544
3549	6555	0.914706168
3549	6576	0.082589549
3549	6716	0.665144935
3549	6762	0.573986675
3549	6785	0.370162605
3549	6841	0.686450525
3549	6950	0.44537186
3549	6954	0.426383487
3549	6967	0.898579356
3549	6993	0.553263916
3549	6999	0.855464431
3549	7010	0.27010237
3549	7018	0.466808448
3549	7055	0.468114466
3549	7091	0.363307006
3549	7138	0.61452497
3549	7141	0.766978761
3549	7170	0.188721283
3549	7176	0.227129095
3549	7194	0.088161833
3549	7232	0.122332068
3549	7296	0.762273659
3549	7321	0.771675123
3549	7351	0.425918063
3549	7473	0.90788785
3549	7503	0.992564623
3549	7514	0.457970317
3549	7518	0.272025731
3549	7673	0.772079155
3549	7683	0.75626477
3549	7686	0.02722444
3549	7770	0.529199025
3549	7837	0.943365402
3549	7883	0.24983935
3549	7908	0.911616718
3549	7911	0.875400328
3549	7922	0.411502268
3549	7930	0.888382203
3549	7936	0.869830669
3549	7960	0.246666652
3549	7976	0.200560591
3549	8001	0.570150033
3549	8002	0.058390681
3549	8011	0.898903053
3549	8057	0.671413283
3549	8070	0.627974686
3549	8120	0.14957313
3549	8259	0.6836743
3549	8297	0.204700209
3549	8327	0.796314823
3549	8723	0.398843669
3549	8731	0.811243425
3549	8881	0.59137856
3549	9057	0.208719543
3549	9145	0.245666136
3549	9167	0.595518902
3549	9211	0.364552484
3549	9304	0.911658396
3549	9370	0.550031187
3549	9595	0.402503921
3549	9603	0.301573366
3549	9607	0.253050171
3549	9609	0.131161965
3549	9610	0.932986655
3549	9680	0.421207351
3549	9824	0.498241956
3549	10007	0.346714457
3549	10240	0.130828776
3549	10265	0.074404066
3549	10310	0.892891652
3549	10325	0.321295603
3549	10381	0.60007628
3549	10487	0.219002426
3549	10514	0.900483753
3549	10627	0.213086162
3549	10663	0.460016093
3549	10673	0.965375579
3549	10732	0.650003005
3549	10759	0.065240971
3549	10860	0.191941767
3549	10910	0.952390904
3549	10911	0.811428866
3549	10913	0.135221592
3549	11022	0.966885948
3549	11023	0.006363055
3549	11042	0.609885734
3549	11135	0.108296807
3549	11162	0.662793553
3549	11192	0.495098579
3549	11206	0.667962531
3549	11220	0.91095647
3549	11325	0.785678213
3549	11333	0.185092016
3549	11378	0.004367297
3549	11388	0.697718668
3549	11443	0.813515091
3549	11456	0.607273028
3549	11480	0.668915668
3549	11588	0.991183032
3549	11638	0.888195117
3549	11656	0.324468734
3549	11669	0.529321871
3549	11674	0.150017317
3549	11680	0.990639715
3549	11711	0.998887446
3549	11731	0.299007322
3549	11767	0.353401795
3549	11783	0.598454816
3549	11803	0.222220053
3549	11841	0.216508341
3549	11880	0.018200415
3549	11881	0.446960468
3549	11899	0.387689332
3549	11913	0.464813167
3549	11935	0.698670234
3549	11992	0.68963072
3549	12012	0.143179458
3549	12050	0.686195635
3549	12077	0.243486052
3549	12092	0.412200499
3549	12114	0.467604872
3549	12117	0.739398022
3549	12156	0.694124583
3549	12158	0.687594741
3549	12220	0.375577978
3549	12235	0.699678251
3549	12236	0.973162569
3549	12731	0.777292636
3549	12781	0.98627428
3549	12956	0.609560497
3549	13003	0.445948587
3549	13009	0.398333942
3549	13108	0.474512454
3549	13129	0.309176379
3549	13163	0.832954121
3549	13207	0.079001462
3549	13219	0.743652707
3549	13328	0.898435264
3549	13344	0.183033337
3549	13345	0.444167816
3549	13405	0.663383857
3549	13423	0.396070229
3549	13468	0.863316069
3549	13525	0.286968381
3549	13526	0.952430155
3549	13543	0.853658682
